year,name,mileage,transmission,price,city
2010,Honda CR-V,107500,Automatic,118000000,DKI Jakarta
2016,Toyota Yaris,25000,Manual,159000001,Jawa Timur
2016,Toyota Yaris,25000,Manual,160000001,Jawa Timur
2016,Toyota Yaris,25000,Manual,160000001,Jawa Timur
2016,Toyota Yaris,25000,Manual,160000001,Jawa Timur
2017,Honda CR-V,35500,Automatic,315000000,DKI Jakarta
2018,Honda Brio,14000,Automatic,123000000,DKI Jakarta
2016,Toyota Yaris,25000,Manual,159000001,Jawa Timur
2018,Suzuki Karimun Wagon R,10500,Automatic,93000000,DKI Jakarta
2017,Suzuki Karimun Wagon R,27500,Automatic,88000000,DKI Jakarta
2019,Honda Brio,8500,Automatic,142000000,DKI Jakarta
2017,Daihatsu Terios,21500,Automatic,155000000,DKI Jakarta
2016,Honda CR-V,25500,Automatic,255000000,DKI Jakarta
2019,Honda Brio,6000,Automatic,138000000,DKI Jakarta
2016,Honda HR-V,32000,Automatic,250000000,DKI Jakarta
2010,Toyota Yaris,41000,Automatic,105000000,DKI Jakarta
2016,Honda CR-V,41000,Automatic,245000000,DKI Jakarta
2017,Honda HR-V,40000,Automatic,220000000,DKI Jakarta
2012,Mitsubishi Outlander Sport,41500,Automatic,162000000,DKI Jakarta
2017,Nissan Grand Livina,37000,Automatic,125000000,DKI Jakarta
2013,Nissan Serena,52500,Automatic,155000000,DKI Jakarta
2018,Mitsubishi Outlander Sport,11500,Automatic,240000000,DKI Jakarta
2013,Mazda Biante,39000,Automatic,165000000,DKI Jakarta
2019,Daihatsu Sirion,10000,Automatic,163000000,DKI Jakarta
2019,Honda BR-V,7000,Automatic,200000000,DKI Jakarta
2019,Honda Mobilio,13000,Manual,148000000,DKI Jakarta
2017,Mitsubishi Pajero Sport,19500,Manual,349000000,DKI Jakarta
2015,Toyota Kijang Innova,57500,Manual,225000000,Jawa Timur
2015,Toyota Kijang Innova,122500,Manual,195000000,Jawa Timur
2015,Toyota Kijang Innova,57500,Manual,225000000,Jawa Timur
2015,Toyota Kijang Innova,30000,Automatic,159000001,Jawa Timur
2020,Mitsubishi Xpander,32500,Automatic,260000000,Jawa Timur
2015,Toyota Kijang Innova,30000,Automatic,160000001,Jawa Timur
2015,Toyota Kijang Innova,30000,Automatic,161000001,Jawa Timur
2015,Toyota Kijang Innova,30000,Automatic,162000001,Jawa Timur
2020,Mitsubishi Xpander,32500,Automatic,260000000,Jawa Timur
2015,Toyota Kijang Innova,30000,Automatic,159000001,Jawa Timur
2020,Mitsubishi Xpander,32500,Automatic,260000000,Jawa Timur
2014,Suzuki Swift,45000,Automatic,139000001,Jawa Timur
2014,Suzuki Swift,45000,Automatic,138000001,Jawa Timur
2014,Suzuki Swift,45000,Automatic,139000001,Jawa Timur
2014,Suzuki Swift,45000,Automatic,138000001,Jawa Timur
2013,Nissan Grand Livina,45000,Automatic,109000001,Jawa Timur
2020,Mitsubishi Xpander,32500,Automatic,260000000,Jawa Timur
2014,Suzuki Swift,45000,Automatic,139000001,Jawa Timur
2015,Toyota Kijang Innova,57500,Manual,225000000,Jawa Timur
2017,Suzuki Ignis,37500,Manual,109000000,DKI Jakarta
2016,Datsun GO+,50000,Manual,67000000,DKI Jakarta
2015,Nissan Serena,41000,Automatic,190000000,DKI Jakarta
2014,Suzuki Ertiga,52500,Automatic,125000000,DKI Jakarta
2013,Honda Accord,22500,Automatic,250000000,DKI Jakarta
2009,Toyota Vellfire,38000,Automatic,270000000,DKI Jakarta
2013,Honda Accord,22500,Automatic,250000000,Bali
2013,Toyota Avanza,54500,Automatic,113000000,DKI Jakarta
2012,Toyota Yaris,62750,Automatic,113000000,DKI Jakarta
2014,BMW 320i,12500,Automatic,335000000,DKI Jakarta
2017,Toyota Kijang Innova,22500,Automatic,230000000,DKI Jakarta
2011,Mitsubishi Pajero Sport,59000,Automatic,200000000,DKI Jakarta
2018,Toyota Fortuner,22500,Automatic,413000000,DKI Jakarta
2013,Honda Accord,22500,Automatic,250000000,Jawa Tengah
2019,Toyota Calya,17500,Automatic,135000000,Jawa Timur
2019,Honda CR-V,22500,Automatic,415000000,DKI Jakarta
2015,Toyota Alphard,23286,Automatic,750000000,DKI Jakarta
2016,Honda HR-V,57500,Automatic,210000000,Jawa Timur
2019,Mitsubishi Xpander,12500,Automatic,195000000,DKI Jakarta
2010,Toyota Yaris,60000,Automatic,105000000,Jawa Barat
2019,Honda Brio,8750,Automatic,150000000,DKI Jakarta
2014,BMW X5,2500,Automatic,695000000,DKI Jakarta
2017,Daihatsu Luxio,24000,Manual,149000000,Jawa Barat
2016,Toyota Camry,25000,Automatic,228000000,DKI Jakarta
2016,Daihatsu Xenia,25000,Automatic,108000000,DKI Jakarta
2015,Land Rover Range Rover Evoque,2500,Automatic,750000000,DKI Jakarta
2019,Toyota Alphard,10000,Automatic,1060000000,DKI Jakarta
2012,Honda City,107500,Manual,140000000,Jawa Timur
2013,Porsche Boxster,9500,Automatic,1175000000,DKI Jakarta
2012,Honda Civic,25000,Automatic,159000000,DKI Jakarta
2017,Honda Brio,15000,Automatic,132000000,DKI Jakarta
2017,Toyota Vellfire,22500,Automatic,770000000,DKI Jakarta
2017,Toyota Avanza,35000,Automatic,150000000,DKI Jakarta
2017,Toyota Kijang Innova,40000,Automatic,225000000,DKI Jakarta
2015,Toyota Camry,35000,Automatic,260000000,DKI Jakarta
2017,Nissan X-Trail,35000,Automatic,240000000,DKI Jakarta
2016,Toyota Kijang Innova,30000,Automatic,235000000,DKI Jakarta
2016,Toyota Kijang Innova,30000,Automatic,260000000,DKI Jakarta
2018,BMW 320i,13100,Automatic,569000000,DKI Jakarta
2017,Nissan Serena,30000,Automatic,235000000,DKI Jakarta
2015,Toyota NAV1,40000,Automatic,200000000,DKI Jakarta
2015,Ford Fiesta,28750,Automatic,110000000,DKI Jakarta
2016,Nissan Serena,25000,Automatic,215000000,DKI Jakarta
2013,Honda Jazz,35000,Automatic,145000000,DKI Jakarta
2016,Mazda 2,35000,Automatic,160000000,DKI Jakarta
2020,Honda HR-V,10000,Automatic,285000000,DKI Jakarta
2019,Suzuki Ignis,8750,Manual,123000000,DKI Jakarta
2016,BMW X1,19000,Automatic,479900000,DKI Jakarta
2015,Toyota Vios,42500,Automatic,140000000,DKI Jakarta
2016,Honda City,67500,Automatic,190000000,DKI Jakarta
2017,Toyota Kijang Innova,26250,Automatic,235000000,DKI Jakarta
2016,Honda HR-V,18500,Automatic,219000000,DKI Jakarta
2013,BMW X1,22500,Automatic,249000000,DKI Jakarta
2016,BMW X3,22500,Automatic,569000000,DKI Jakarta
2016,Hyundai Santa Fe,27000,Automatic,289000000,DKI Jakarta
2017,Honda HR-V,7500,Automatic,209000000,DKI Jakarta
2017,Mazda 2,7000,Automatic,195000000,DKI Jakarta
2016,Nissan X-Trail,24000,Automatic,229000000,DKI Jakarta
2014,Honda Freed,33500,Automatic,169000000,DKI Jakarta
2016,Chevrolet Captiva,12000,Automatic,295000000,DKI Jakarta
2012,Jeep Grand Cherokee,18750,Automatic,420000000,DKI Jakarta
2017,Honda HR-V,20080,Automatic,288000000,Jawa Barat
2018,Mercedes-Benz E300,8000,Automatic,925000000,DKI Jakarta
2018,BMW X1,6500,Automatic,609000000,DKI Jakarta
2017,Chevrolet Trailblazer,32500,Automatic,305000000,Banten
2015,BMW 320i,28000,Automatic,405000000,DKI Jakarta
2019,BMW 320i,3000,Automatic,835000000,DKI Jakarta
2013,Toyota Fortuner,72500,Automatic,270000000,DKI Jakarta
2020,Toyota Fortuner,5500,Automatic,498000000,DKI Jakarta
2015,Toyota Kijang Innova,57500,Manual,225000000,Jawa Timur
2018,Toyota NAV1,19000,Automatic,368000000,DKI Jakarta
2013,Toyota NAV1,50500,Automatic,149000000,DKI Jakarta
2017,BMW X5,27500,Automatic,700000000,Jawa Timur
2014,BMW 320i,34500,Automatic,325000000,DKI Jakarta
2006,Toyota Alphard,75000,Automatic,160000000,DKI Jakarta
2018,Toyota Sienta,24500,Automatic,175000000,DKI Jakarta
2018,Honda BR-V,19000,Automatic,183000000,Banten
2018,Toyota Innova Venturer,19500,Automatic,360000000,Banten
2013,Honda Civic,21000,Automatic,180000000,Banten
2020,Honda Mobilio,2000,Manual,175000000,Jawa Barat
2017,Toyota Hilux,17000,Automatic,435000000,Jawa Timur
2017,Mitsubishi Outlander Sport,35000,Automatic,230000000,Banten
2019,Honda CR-V,23500,Automatic,430000000,Banten
2009,Toyota Fortuner,152500,Automatic,192000000,Jawa Barat
2021,Toyota Innova Venturer,2500,Automatic,415000000,Banten
2012,Nissan Grand Livina,33000,Manual,95000000,Jawa Barat
2015,Toyota Avanza,42500,Automatic,115000000,Jawa Barat
2016,Toyota Kijang Innova,31000,Automatic,205000000,Jawa Barat
2017,Daihatsu Xenia,39000,Automatic,128000000,Jawa Barat
2013,Daihatsu Xenia,52500,Manual,92000000,Jawa Barat
2016,Toyota Vios,25000,Automatic,135000000,DKI Jakarta
1997,Toyota Kijang,75000,Manual,65000000,Jawa Timur
2014,Mitsubishi Pajero Sport,64500,Automatic,278000000,DKI Jakarta
2016,Mazda CX-5,34500,Automatic,302000000,DKI Jakarta
2016,Honda HR-V,20000,Automatic,235000000,DKI Jakarta
2016,Honda HR-V,25000,Automatic,198000000,DKI Jakarta
2018,Toyota Kijang Innova,29500,Automatic,297000000,DKI Jakarta
2017,Honda HR-V,16500,Automatic,220000000,DKI Jakarta
2016,Honda Jazz,20500,Automatic,190000000,DKI Jakarta
2014,Daihatsu Gran Max,12500,Manual,85500000,DKI Jakarta
2017,Daihatsu Luxio,34500,Manual,155000000,Jawa Timur
1993,Suzuki Katana,132500,Manual,95000000,Banten
2014,Honda Freed,47500,Automatic,148000000,DKI Jakarta
2018,Honda HR-V,47500,Automatic,278000000,Jawa Tengah
2016,Honda Mobilio,22500,Manual,135000000,DKI Jakarta
2013,Land Rover Range Rover Evoque,20500,Automatic,540000000,DKI Jakarta
2015,Honda CR-V,40000,Automatic,250000000,DKI Jakarta
2013,Volkswagen Tiguan,82500,Automatic,165000000,Jawa Barat
2016,Daihatsu Xenia,72500,Manual,135000000,Banten
2011,Lexus LX570,44000,Automatic,899000000,DKI Jakarta
2018,Mitsubishi Xpander,32500,Automatic,210000000,DKI Jakarta
2005,Toyota Fortuner,127500,Automatic,185000000,Banten
2016,Toyota Sienta,26500,Automatic,155000000,DKI Jakarta
2010,Toyota Rush,52500,Automatic,115000000,DKI Jakarta
2016,Honda BR-V,48000,Automatic,165000000,DKI Jakarta
2014,Toyota Fortuner,63000,Automatic,270000000,Banten
2013,Mazda 2,45000,Automatic,125000000,DKI Jakarta
2017,BMW 530i,3000,Automatic,760000000,DKI Jakarta
2015,Nissan X-Trail,42500,Automatic,205000000,DKI Jakarta
2018,Toyota Rush,12500,Automatic,195000000,Jawa Barat
2018,Toyota Hiace,32500,Manual,700000000,Nusa Tenggara Barat
2013,Mazda Biante,142500,Automatic,162000000,DKI Jakarta
2011,Toyota Alphard,67500,Automatic,350000000,DKI Jakarta
2018,Honda Jazz,28000,Automatic,219000000,DKI Jakarta
2018,Toyota Rush,6448,Automatic,220000000,DKI Jakarta
2014,Toyota Kijang Innova,56635,Automatic,175000000,DKI Jakarta
2015,Toyota Kijang Innova,52190,Automatic,210000000,DKI Jakarta
2019,Toyota Innova Venturer,6250,Automatic,359000000,DKI Jakarta
2017,Toyota Kijang Innova,28977,Automatic,229000000,DKI Jakarta
2019,Toyota Kijang Innova,5000,Automatic,287000000,DKI Jakarta
2016,Honda HR-V,35334,Automatic,202000000,DKI Jakarta
2016,Toyota Kijang Innova,25000,Automatic,215000000,DKI Jakarta
2014,Suzuki Splash,55000,Automatic,85000000,DKI Jakarta
2012,Toyota Camry Hybrid,70500,Automatic,207000000,DKI Jakarta
2017,Honda Mobilio,23000,Automatic,145000000,DKI Jakarta
2009,BMW 523i,55000,Automatic,169000000,DKI Jakarta
2008,BMW X5,42500,Automatic,249000000,Banten
2015,Toyota Yaris,44000,Automatic,155000000,DKI Jakarta
2014,Honda Mobilio,60000,Automatic,105000000,DKI Jakarta
2014,Honda Mobilio,55000,Automatic,123000000,Banten
2008,Nissan Elgrand,112500,Automatic,169000000,DKI Jakarta
2008,Mercedes-Benz C230,70000,Automatic,169000000,Banten
2010,Hyundai H-1,80000,Automatic,169000000,Jawa Barat
2019,Mitsubishi Xpander,15000,Automatic,209000000,Jawa Barat
2010,Ford Escape,45000,Automatic,114000000,DKI Jakarta
2008,Nissan Elgrand,55000,Automatic,169000000,Banten
2009,Ford Escape,65000,Automatic,109000000,Jawa Barat
2012,Mercedes-Benz B200,35000,Automatic,219000000,DKI Jakarta
2007,Nissan Elgrand,70000,Automatic,164000000,Jawa Barat
2017,Mitsubishi Triton,41000,Manual,239000000,DKI Jakarta
2013,Mazda 2,92500,Automatic,120000000,DKI Jakarta
2018,Honda Mobilio,22500,Automatic,165000000,Banten
2014,Land Rover Range Rover Evoque,17500,Automatic,545000000,DKI Jakarta
2018,Toyota Vellfire,13000,Automatic,955000000,DKI Jakarta
2019,Toyota Camry,9000,Automatic,545000000,DKI Jakarta
2013,Suzuki Ertiga,35000,Automatic,119000000,Jawa Barat
2011,Chevrolet Captiva,55000,Automatic,129000000,Banten
2012,Chevrolet Aveo,45000,Automatic,89000000,Banten
2010,Mazda CX-7,40000,Automatic,139000000,Banten
2011,Daihatsu Gran Max,47500,Manual,64000000,Banten
2010,Toyota Corolla Altis,62500,Automatic,119000000,Banten
2016,Daihatsu Gran Max,57500,Manual,89000000,Banten
2011,Honda CR-V,40000,Manual,148000000,Jawa Barat
2018,Honda Mobilio,62500,Automatic,156000000,Banten
2016,Toyota Corolla Altis,15000,Automatic,209000000,DKI Jakarta
2015,Mazda CX-5,57500,Automatic,240000000,DKI Jakarta
2017,Toyota Fortuner,22500,Automatic,385000000,DKI Jakarta
2019,Mitsubishi Xpander,47500,Manual,202500000,Jawa Timur
2013,Honda Accord,22500,Automatic,250000000,Jawa Timur
2015,Suzuki Ertiga,62500,Automatic,120000000,DKI Jakarta
2018,Mercedes-Benz CLA200,5500,Automatic,650000000,Jawa Timur
2019,Honda HR-V,37500,Automatic,277500000,Jawa Timur
2014,Suzuki Ertiga,77500,Automatic,112000000,DKI Jakarta
2019,Toyota Kijang Innova,17500,Automatic,375000000,Jawa Timur
2019,Honda Mobilio,6000,Automatic,165000000,DKI Jakarta
2019,Toyota Kijang Innova,7500,Automatic,317000000,DKI Jakarta
2012,Toyota Avanza,44000,Automatic,99000000,DKI Jakarta
2016,Toyota Fortuner,20000,Automatic,356000000,Banten
2014,Toyota Rush,44000,Automatic,130000000,DKI Jakarta
2004,BMW X5,42500,Automatic,135000000,DKI Jakarta
2014,Toyota Etios Valco,42500,Manual,95000000,DKI Jakarta
2008,Mercedes-Benz E280,46000,Automatic,168000000,DKI Jakarta
2011,Volkswagen Golf,50000,Automatic,135000000,DKI Jakarta
2015,Chevrolet Captiva,102500,Automatic,162777000,Jawa Tengah
2016,Honda BR-V,47500,Automatic,162000000,DKI Jakarta
2014,BMW 328i,37500,Automatic,385000000,DKI Jakarta
2012,BMW X1,72500,Automatic,228000000,DKI Jakarta
2018,Toyota Agya,6000,Automatic,114000000,DKI Jakarta
2016,Mitsubishi Mirage,40500,Automatic,115000000,DKI Jakarta
2017,BMW X5,22500,Automatic,900000000,DKI Jakarta
2019,Mitsubishi Xpander,8500,Automatic,210000000,Jawa Barat
2014,Mercedes-Benz ML400,32500,Automatic,580000000,DKI Jakarta
2016,Toyota Alphard,52500,Automatic,775000000,DKI Jakarta
2018,Toyota Agya,32500,Automatic,110000000,DKI Jakarta
2014,Toyota Camry,35000,Automatic,215000000,DKI Jakarta
2012,Lexus RX270,25000,Automatic,360000000,DKI Jakarta
2011,Toyota Vellfire,52000,Automatic,255000000,DKI Jakarta
2017,Honda HR-V,57500,Automatic,274500000,DKI Jakarta
2019,Nissan Serena,6000,Automatic,385000000,DKI Jakarta
2014,Mercedes-Benz E250,22000,Automatic,449000000,DKI Jakarta
2011,Nissan X-Trail,63000,Automatic,120000000,DKI Jakarta
2015,Nissan X-Trail,35000,Automatic,220000000,DKI Jakarta
2020,Suzuki XL7,9500,Manual,187000000,DKI Jakarta
1995,Mercedes-Benz C180,137500,Automatic,73000000,DKI Jakarta
2015,Mitsubishi Pajero Sport,34500,Automatic,298000000,Banten
2013,Mercedes-Benz E250,22500,Automatic,350000000,DKI Jakarta
2019,BMW 320i,7500,Automatic,550000000,DKI Jakarta
2012,Volkswagen Golf,15000,Automatic,145000000,Banten
2016,Mazda 2,21500,Automatic,163000000,Banten
2011,Mercedes-Benz E300,27500,Automatic,330000000,DKI Jakarta
2014,Mercedes-Benz CLA200,22500,Automatic,435000000,DKI Jakarta
2016,Honda Jazz,23500,Automatic,195000000,Jawa Tengah
2012,Mitsubishi Pajero Sport,55000,Automatic,249000000,Jawa Tengah
2014,Land Rover Range Rover Evoque,32500,Automatic,625000000,DKI Jakarta
2016,Honda HR-V,37500,Automatic,209000000,DKI Jakarta
2014,BMW 520i,32500,Automatic,435000000,Jawa Barat
2012,Mercedes-Benz C200,32500,Automatic,230000000,Jawa Barat
2015,Honda CR-Z,8500,Automatic,355000000,DKI Jakarta
2018,Toyota Kijang Innova,18500,Automatic,250000000,Banten
2013,Nissan Evalia,112500,Automatic,104000000,Jawa Timur
2009,Honda Jazz,90000,Automatic,117000000,DKI Jakarta
2011,Honda City,50000,Manual,117000000,DKI Jakarta
2013,Nissan Evalia,112500,Automatic,104000000,Jawa Timur
2013,Nissan Evalia,112500,Automatic,104000000,Jawa Timur
2018,Daihatsu Gran Max,47500,Manual,83900000,DKI Jakarta
2013,Nissan Evalia,112500,Automatic,104000000,Jawa Timur
2013,BMW X1,42500,Automatic,250000000,DKI Jakarta
2012,Toyota Alphard,49500,Automatic,350000000,DKI Jakarta
2013,Nissan Evalia,112500,Automatic,104999000,Jawa Timur
2015,Mitsubishi Pajero Sport,54000,Automatic,296000000,DKI Jakarta
2013,Mitsubishi Outlander Sport,87500,Automatic,173000000,DKI Jakarta
2019,Mitsubishi Xpander,12500,Automatic,218000000,DKI Jakarta
2019,Wuling Almaz,27500,Automatic,258000000,DKI Jakarta
2014,BMW 520d,38000,Automatic,410000000,DKI Jakarta
2013,Nissan Serena,44000,Automatic,160000000,DKI Jakarta
2013,Honda CR-V,26250,Automatic,183000000,DKI Jakarta
2018,Wuling Cortez,22500,Automatic,158000000,DKI Jakarta
2019,Wuling Almaz,17500,Automatic,263000000,DKI Jakarta
2015,Toyota NAV1,37500,Automatic,208000000,DKI Jakarta
2018,Wuling Cortez,10500,Automatic,170000000,DKI Jakarta
2013,Toyota Camry,82500,Automatic,198000000,DKI Jakarta
2019,Wuling Almaz,32500,Automatic,243000000,DKI Jakarta
2013,Chevrolet Captiva,22500,Automatic,167000000,DKI Jakarta
2018,Honda CR-V,47500,Automatic,410000000,DKI Jakarta
2018,Wuling Cortez,16250,Automatic,168000000,DKI Jakarta
2015,Mitsubishi Outlander Sport,26250,Automatic,205000000,DKI Jakarta
2015,Honda CR-V,47500,Automatic,258000000,DKI Jakarta
2016,Honda HR-V,82500,Automatic,266666666,Jawa Timur
2017,Toyota Camry,21000,Automatic,350000000,DKI Jakarta
2018,Toyota Fortuner,42500,Automatic,413000000,DKI Jakarta
2015,BMW 320i,19000,Automatic,330000000,DKI Jakarta
2015,Mercedes-Benz C250,22500,Automatic,590000000,DKI Jakarta
2019,Suzuki Ertiga,22500,Manual,157000000,DKI Jakarta
2011,Toyota Rush,71066,Automatic,110000000,Jawa Barat
2018,Toyota Rush,32500,Automatic,215000000,DKI Jakarta
2016,Honda HR-V,57500,Automatic,255000000,DKI Jakarta
2013,Honda CR-V,102500,Automatic,190000000,DKI Jakarta
2013,KIA Picanto,72500,Manual,79000000,DKI Jakarta
2016,Honda HR-V,27500,Automatic,255000000,DKI Jakarta
2016,Nissan Grand Livina,37500,Manual,124000000,DKI Jakarta
2019,Toyota Rush,17500,Automatic,222000000,DKI Jakarta
2014,Honda Mobilio,57500,Automatic,125000000,DKI Jakarta
2019,Nissan Serena,52500,Automatic,375000000,DKI Jakarta
2016,Honda BR-V,67500,Automatic,157000000,DKI Jakarta
2018,Suzuki Baleno,27500,Automatic,162000000,DKI Jakarta
2016,Honda Brio,77500,Automatic,130000000,DKI Jakarta
2018,Honda Brio,37500,Automatic,135000000,DKI Jakarta
2016,Honda HR-V,52500,Automatic,215000000,DKI Jakarta
2018,Honda Brio,27500,Manual,115000000,DKI Jakarta
2019,Toyota Agya,22500,Manual,115000000,DKI Jakarta
2019,Nissan Serena,22500,Automatic,382000000,DKI Jakarta
2016,Honda BR-V,82500,Automatic,165000000,DKI Jakarta
2019,Toyota Yaris,22500,Automatic,223000000,DKI Jakarta
2019,Mitsubishi Xpander,32500,Automatic,218000000,DKI Jakarta
2019,Toyota Rush,12500,Automatic,227000000,DKI Jakarta
2018,Toyota Innova Venturer,17500,Automatic,325000000,DKI Jakarta
2018,Toyota Innova Venturer,27500,Automatic,335000000,DKI Jakarta
2017,Mitsubishi Pajero Sport,57500,Automatic,405000000,DKI Jakarta
2018,Mitsubishi Xpander,47500,Automatic,200000000,DKI Jakarta
2019,Honda HR-V,32500,Automatic,270000000,DKI Jakarta
2020,Volkswagen Polo,7500,Automatic,242000000,DKI Jakarta
2019,Toyota Rush,17500,Automatic,227000000,DKI Jakarta
2018,Honda Brio,32500,Automatic,135000000,DKI Jakarta
2016,Toyota Rush,52500,Automatic,160000000,DKI Jakarta
2017,Honda BR-V,37500,Automatic,165000000,DKI Jakarta
2016,Daihatsu Terios,62500,Automatic,143000000,DKI Jakarta
2016,Daihatsu Terios,107500,Automatic,132000000,DKI Jakarta
2019,Toyota Rush,27500,Automatic,227000000,DKI Jakarta
2018,Mitsubishi Xpander,57500,Automatic,200000000,DKI Jakarta
2018,Honda HR-V,52500,Automatic,234000000,DKI Jakarta
2019,Suzuki SX4 S-Cross,12500,Automatic,192000000,DKI Jakarta
2018,Suzuki Ertiga,72500,Automatic,130000000,DKI Jakarta
2018,Honda Mobilio,77500,Automatic,157000000,DKI Jakarta
2017,Toyota Sienta,47500,Automatic,150000000,DKI Jakarta
2019,Toyota Rush,22500,Manual,218000000,DKI Jakarta
2016,Datsun GO,17500,Manual,72000000,DKI Jakarta
2016,Datsun GO,12500,Manual,72000000,DKI Jakarta
2017,Toyota Kijang Innova,52500,Automatic,270000000,Jawa Barat
2018,BMW 520i,7500,Automatic,760000000,DKI Jakarta
2016,Honda BR-V,42500,Automatic,163000000,DKI Jakarta
2012,Toyota Yaris,61250,Automatic,109000000,DKI Jakarta
2015,Mazda CX-5,41000,Automatic,260000000,Banten
2020,Toyota Innova Venturer,7636,Automatic,363000000,Jawa Barat
2016,Toyota Vellfire,35000,Automatic,745000000,DKI Jakarta
2012,Toyota Kijang Innova,30500,Automatic,154500000,DKI Jakarta
2018,Mitsubishi Pajero Sport,23750,Automatic,423000000,DKI Jakarta
2013,KIA Picanto,72500,Automatic,85000000,Jawa Timur
2015,Toyota Hiace,18750,Manual,290000000,DKI Jakarta
